1,1,0,17,108.9
0,2,1,30,24
1,1,0,30,56.9292
1,1,0,24,83.1583
1,1,0,18,262.375
0,2,0,26,26
0,3,1,28,7.8958
0,2,1,43,26.25
1,3,0,26,7.8542
1,2,0,24,26
0,2,1,54,14
1,1,0,31,164.8667
1,1,0,40,134.5
0,3,1,22,7.25
0,3,1,27,7.8958
1,2,0,30,12.35
1,2,0,22,29
0,3,1,8.2125,69.55
1,1,0,36,135.6333
0,3,1,61,6.2375
1,2,0,36,13
1,3,0,31,20.525
1,1,0,16,57.9792
1,3,0,27.83522727,23.25
0,1,1,45.5,28.5
0,1,1,38,153.4625
0,3,1,16,18
1,1,0,37.72566372,133.65
0,3,1,27.83522727,7.8958
0,1,1,29,66.6
1,1,0,41,134.5
1,3,1,45,8.05
0,1,1,45,35.5
1,2,1,2,26
1,1,0,24,263
0,2,1,28,13
0,2,1,25,13
0,2,1,36,13
1,2,0,24,13
1,2,0,40,13
1,3,0,27.83522727,16.1
1,3,1,3,15.9
0,3,1,42,8.6625
0,3,1,23,9.225
0,1,1,45.53921569,35
0,3,1,15,7.2292
0,3,1,25,17.8
0,3,1,27.83522727,7.225
0,3,1,28,9.5
1,1,0,22,55
0,2,0,38,13
1,3,0,27.83522727,7.8792
1,3,0,27.83522727,7.8792
0,3,1,40,27.9
0,2,1,29,27.7208
0,3,0,45,14.4542
0,3,1,35,7.05
0,3,1,27.83522727,15.5
0,3,1,30,7.25
1,1,0,60,75.25
1,3,0,27.83522727,7.2292
1,3,0,27.83522727,7.75
1,1,0,24,69.3
1,1,1,25,55.4417
0,3,1,18,6.4958
0,3,1,19,8.05
0,1,1,22,135.6333
0,3,0,3,21.075
1,1,0,37.72566372,82.1708
1,3,0,22,7.25
0,1,1,27,211.5
0,3,1,20,4.0125
0,3,1,19,7.775
1,1,0,42,227.525
1,3,0,1,15.7417
0,3,1,32,7.925
1,1,0,35,52
0,3,1,27.83522727,7.8958
0,2,1,18,73.5
0,3,1,1,46.9
1,2,0,36,13
0,3,1,27.83522727,7.7292
1,2,0,17,12
1,1,1,36,120
1,3,1,21,7.7958
0,3,1,28,7.925
1,1,0,23,113.275
1,3,0,24,16.7
0,3,1,22,7.7958
0,3,0,31,7.8542
0,2,1,46,26
0,2,1,23,10.5
1,2,0,28,12.65
1,3,1,39,7.925
0,3,1,26,8.05
0,3,0,21,9.825
0,3,1,28,15.85
0,3,0,20,8.6625
0,2,1,34,21
0,3,1,51,7.75
1,2,1,3,18.75
0,3,1,21,7.775
0,3,0,8.2125,25.4667
0,3,1,27.83522727,7.8958
0,3,1,27.83522727,6.8583
1,1,0,33,90
0,2,1,33.08130081,0
1,3,1,44,7.925
0,3,0,27.83522727,8.05
1,2,0,34,32.5
1,2,0,18,13
0,2,1,30,13
0,3,0,10,24.15
0,3,1,27.83522727,7.8958
0,3,1,21,7.7333
0,3,1,29,7.875
0,3,0,28,14.4
0,3,1,18,20.2125
0,3,1,27.83522727,7.25
1,2,0,28,26
1,2,0,19,26
0,3,1,27.83522727,7.75
1,3,1,32,8.05
1,1,1,28,26.55
1,3,0,27.83522727,16.1
1,2,0,42,26
0,3,1,17,7.125
0,1,1,50,55.9
1,1,0,14,120
0,3,0,21,34.375
1,2,0,24,18.75
0,1,1,64,263
0,2,1,31,10.5
1,2,0,45,26.25
0,3,1,20,9.5
0,3,1,25,7.775
1,2,0,28,13
1,3,1,27.83522727,8.1125
1,1,1,4,81.8583
1,2,0,13,19.5
1,1,1,34,26.55
1,3,0,5,19.2583
1,1,1,52,30.5
0,2,1,36,27.75
0,3,1,27.83522727,19.9667
0,1,1,30,27.75
1,1,1,49,89.1042
0,3,1,27.83522727,8.05
1,3,1,29,7.8958
0,1,1,65,26.55
1,1,0,37.72566372,51.8625
1,2,0,50,10.5
0,3,1,27.83522727,7.75
1,1,1,48,26.55
0,3,1,34,8.05
0,1,1,47,38.5
0,2,1,48,13
0,3,1,27.83522727,8.05
0,3,1,38,7.05
0,2,1,33.08130081,0
0,1,1,56,26.55
0,3,1,27.83522727,7.725
1,3,0,0.75,19.2583
0,3,1,27.83522727,7.25
0,3,1,38,8.6625
1,2,0,33,27.75
1,2,0,23,13.7917
0,3,0,22,9.8375
0,1,1,37.72566372,52
0,2,1,34,21
0,3,1,29,7.0458
0,3,1,22,7.5208
1,3,0,2,12.2875
0,3,1,9,46.9
0,2,1,33.08130081,0
0,3,1,50,8.05
1,3,0,63,9.5875
1,1,1,25,91.0792
0,3,0,8.2125,25.4667
1,1,0,35,90
0,1,1,58,29.7
0,3,1,30,8.05
1,3,1,9,15.9
0,3,1,27.83522727,19.9667
0,3,1,21,7.25
0,1,1,55,30.5
0,1,1,71,49.5042
0,3,1,21,8.05
0,3,1,27.83522727,14.4583
1,1,0,54,78.2667
0,3,1,27.83522727,15.1
0,1,0,25,151.55
0,3,1,24,7.7958
0,3,1,17,8.6625
0,3,0,21,7.75
0,3,0,27.83522727,7.6292
0,3,0,37,9.5875
1,1,0,16,86.5
0,1,1,18,108.9
1,2,0,33,26
1,1,1,45.53921569,26.55
0,3,1,28,22.525
1,3,1,26,56.4958
1,3,1,29,7.75
0,3,1,27.83522727,8.05
1,1,1,36,26.2875
1,1,0,54,59.4
0,3,1,24,7.4958
0,1,1,47,34.0208
1,2,0,34,10.5
0,3,1,27.83522727,24.15
1,2,0,36,26
0,3,1,32,7.8958
1,1,0,30,93.5
0,3,1,22,7.8958
0,3,1,27.83522727,7.225
1,1,0,44,57.9792
0,3,1,27.83522727,7.2292
0,3,1,40.5,7.75
1,2,0,50,10.5
0,1,1,37.72566372,221.7792
0,3,1,39,7.925
0,2,1,23,11.5
1,2,0,2,26
0,3,1,27.83522727,7.2292
0,3,1,17,7.2292
1,3,0,21.05397727,22.3583
0,3,0,30,8.6625
1,2,0,7,26.25
0,1,1,45,26.55
1,1,0,30,106.425
0,3,1,27.83522727,14.5
1,1,0,22,49.5
1,1,0,36,71
0,3,0,9,31.275
0,3,0,11,31.275
1,2,1,32,26
0,1,1,50,106.425
0,1,1,64,26
1,2,0,19,26
1,2,1,33.08130081,13.8625
0,3,1,33,20.525
1,2,1,8,36.75
1,1,1,17,110.8833
0,2,1,27,26
0,3,1,27.83522727,7.8292
1,3,1,22,7.225
1,3,0,22,7.775
0,1,1,62,26.55
1,1,0,48,39.6
0,1,1,37.72566372,227.525
1,1,0,39,79.65
1,3,0,36,17.4
0,3,1,27.83522727,7.75
0,3,1,40,7.8958
0,2,1,28,13.5
0,3,1,27.83522727,8.05
0,3,0,27.83522727,8.05
0,3,1,24,24.15
0,3,1,19,7.8958
0,3,0,29,21.075
0,3,1,27.83522727,7.2292
1,3,1,32,7.8542
1,2,1,62,10.5
1,1,0,53,51.4792
1,1,1,36,26.3875
1,3,0,27.83522727,7.75
0,3,1,16,8.05
0,3,1,19,14.5
1,2,0,34,13
1,1,0,39,55.9
0,3,0,27.83522727,14.4583
1,3,1,32,7.925
1,2,0,25,30
1,1,0,39,110.8833
0,2,1,54,26
0,1,1,36,40.125
0,3,1,27.83522727,8.7125
1,1,0,18,79.65
0,2,1,47,15
1,1,1,60,79.2
0,3,1,22,8.05
0,3,1,27.83522727,8.05
0,3,1,35,7.125
1,1,0,52,78.2667
0,3,1,47,7.25
0,3,0,21.05397727,7.75
0,2,1,37,26
0,3,1,36,24.15
1,2,0,33.08130081,33
0,3,1,49,0
0,3,1,27.83522727,7.225
1,1,1,49,56.9292
1,2,0,24,27
0,3,1,27.83522727,7.8958
0,1,1,37.72566372,42.4
0,3,1,44,8.05
1,1,1,35,26.55
0,3,1,36,15.55
0,3,1,30,7.8958
1,1,1,27,30.5
1,2,0,22,41.5792
1,1,0,40,153.4625
0,3,0,39,31.275
0,3,1,27.83522727,7.05
1,3,0,27.83522727,15.5
0,3,1,27.83522727,7.75
0,3,1,35,8.05
1,2,0,24,65
0,3,1,34,14.4
0,3,0,26,16.1
1,2,0,4,39
0,2,1,26,10.5
0,3,1,27,14.4542
1,1,1,42,52.5542
1,3,1,20,15.7417
0,3,1,21,7.8542
0,3,1,21,16.1
0,1,1,61,32.3208
0,2,1,57,12.35
1,1,0,21,77.9583
0,3,1,26,7.8958
0,3,1,27.83522727,7.7333
1,1,1,80,30
0,3,1,51,7.0542
1,1,1,32,30.5
0,1,1,45.53921569,0
0,3,0,9,27.9
1,2,0,28,13
0,3,1,32,7.925
0,2,1,31,26.25
0,3,0,41,39.6875
0,3,1,27.83522727,16.1
0,3,1,20,7.8542
1,1,0,24,69.3
0,3,0,2,27.9
1,3,1,27.83522727,56.4958
1,3,0,0.75,19.2583
1,1,1,48,76.7292
0,3,1,19,7.8958
1,1,1,56,35.5
0,3,1,27.83522727,7.55
1,3,0,23,7.55
0,3,1,27.83522727,7.8958
1,2,0,18,23
0,3,1,21,8.4333
1,3,0,27.83522727,7.8292
0,3,0,18,6.75
0,2,1,24,73.5
0,3,1,27.83522727,7.8958
0,3,0,32,15.5
0,2,1,23,13
0,1,1,58,113.275
1,1,1,50,133.65
0,3,1,40,7.225
0,1,1,47,25.5875
0,3,1,36,7.4958
1,3,1,20,7.925
0,2,1,32,73.5
0,2,1,25,13
0,3,1,27.83522727,7.775
0,3,1,43,8.05
1,1,0,37.72566372,52
1,2,0,40,39
0,1,1,31,52
0,2,1,70,10.5
1,2,1,31,13
0,2,1,33.08130081,0
0,3,1,18,7.775
0,3,1,24.5,8.05
1,3,0,18,9.8417
0,3,0,43,46.9
1,1,1,36,512.3292
0,3,0,27.83522727,8.1375
1,1,1,27,76.7292
0,3,1,20,9.225
0,3,1,14,46.9
0,2,1,60,39
0,2,1,25,41.5792
0,3,1,14,39.6875
0,3,1,19,10.1708
0,3,1,18,7.7958
1,1,0,15,211.3375
1,1,1,31,57
1,3,0,4,13.4167
1,3,1,27.83522727,56.4958
0,3,1,25,7.225
0,1,1,60,26.55
0,2,1,52,13.5
0,3,1,44,8.05
1,3,0,27.83522727,7.7333
0,1,1,49,110.8833
0,3,1,42,7.65
1,1,0,18,227.525
1,1,1,35,26.2875
0,3,0,18,14.4542
0,3,1,25,7.7417
0,3,1,26,7.8542
0,2,1,39,26
1,2,0,45,13.5
1,1,1,42,26.2875
1,1,0,22,151.55
1,3,1,21.05397727,15.2458
1,1,0,24,49.5042
0,1,1,45.53921569,26.55
1,1,1,48,52
0,3,1,29,9.4833
0,2,1,52,13
0,3,1,19,7.65
1,1,0,38,227.525
1,2,0,27,10.5
0,3,1,27.83522727,15.5
0,3,1,33,7.775
1,2,0,6,33
0,3,1,17,7.0542
0,2,1,34,13
0,2,1,50,13
1,1,1,27,53.1
0,3,1,20,8.6625
1,2,0,30,21
1,3,0,27.83522727,7.7375
0,2,1,25,26
0,3,0,25,7.925
1,1,0,29,211.3375
0,3,1,11,18.7875
0,2,1,33.08130081,0
0,2,1,23,13
0,2,1,23,13
0,3,1,28.5,16.1
0,3,0,48,34.375
1,1,1,35,512.3292
0,3,1,27.83522727,7.8958
0,3,1,27.83522727,7.8958
1,1,1,45.53921569,30
0,1,1,36,78.85
1,1,0,21,262.375
0,3,1,24,16.1
1,3,1,31,7.925
0,1,1,70,71
0,3,1,16,20.25
1,2,0,30,13
0,1,1,19,53.1
0,3,1,31,7.75
1,2,0,4,23
1,3,1,6,12.475
0,3,1,33,9.5
0,3,1,23,7.8958
1,2,0,48,65
1,2,1,0.67,14.5
0,3,1,28,7.7958
0,2,1,18,11.5
0,3,1,34,8.05
1,1,0,33,86.5
0,3,1,27.83522727,14.5
0,3,1,41,7.125
1,3,1,20,7.2292
1,1,0,36,120
0,3,1,16,7.775
1,1,0,51,77.9583
0,1,1,37.72566372,39.6
0,3,0,30.5,7.75
0,3,1,27.83522727,24.15
0,3,1,32,8.3625
0,3,1,24,9.5
0,3,1,48,7.8542
0,2,0,57,10.5
0,3,1,27.83522727,7.225
1,2,0,54,23
0,3,1,18,7.75
0,3,1,27.83522727,7.75
1,3,0,5,12.475
0,3,1,27.83522727,7.7375
1,1,0,43,211.3375
1,3,0,13,7.2292
1,1,0,17,57
0,1,1,29,30
0,3,1,21.05397727,23.45
0,3,1,25,7.05
0,3,1,25,7.25
1,3,0,18,7.4958
0,3,1,8,29.125
1,3,1,1,20.575
0,1,1,46,79.2
0,3,1,27.83522727,7.75
0,2,1,16,26
0,3,0,8.2125,69.55
0,1,1,45.53921569,30.6958
0,3,1,25,7.8958
0,2,1,39,13
1,1,0,49,25.9292
1,3,0,31,8.6833
0,3,1,30,7.2292
0,3,0,30,24.15
0,2,1,34,13
1,2,0,31,26.25
1,1,1,11,120
1,3,1,0.42,8.5167
1,3,1,27,6.975
0,3,1,31,7.775
0,1,1,39,0
0,3,0,18,7.775
0,2,1,39,13
1,1,0,33,53.1
0,3,1,26,7.8875
0,3,1,39,24.15
0,2,1,35,10.5
0,3,0,6,31.275
0,3,1,30.5,8.05
0,1,1,45.53921569,0
0,3,0,23,7.925
0,2,1,31,37.0042
0,3,1,43,6.45
0,3,1,10,27.9
1,1,0,52,93.5
1,3,1,27,8.6625
0,1,1,38,0
1,3,0,27,12.475
0,3,1,2,39.6875
0,3,1,27.83522727,6.95
0,3,1,27.83522727,56.4958
1,2,1,1,37.0042
1,3,1,27.83522727,7.75
1,1,0,62,80
1,3,0,15,14.4542
1,2,1,0.83,18.75
0,3,1,27.83522727,7.2292
0,3,1,23,7.8542
0,3,1,18,8.3
1,1,0,39,83.1583
0,3,1,21,8.6625
0,3,1,27.83522727,8.05
1,3,1,32,56.4958
1,1,1,45.53921569,29.7
0,3,1,20,7.925
0,2,1,16,10.5
1,1,0,30,31
0,3,1,34.5,6.4375
0,3,1,17,8.6625
0,3,1,42,7.55
0,3,1,8.2125,69.55
0,3,1,35,7.8958
0,2,1,28,33
1,1,0,37.72566372,89.1042
0,3,1,4,31.275
0,3,1,74,7.775
0,3,0,9,15.2458
1,1,0,16,39.4
0,2,0,44,26
1,3,0,18,9.35
1,1,0,45,164.8667
1,1,1,51,26.55
1,3,0,24,19.2583
0,3,1,27.83522727,7.2292
0,3,1,41,14.1083
0,2,1,21,11.5
1,1,0,48,25.9292
0,3,0,8.2125,69.55
0,2,1,24,13
1,2,0,42,13
1,2,0,27,13.8583
0,1,1,31,50.4958
0,3,1,27.83522727,9.5
1,3,1,4,11.1333
0,3,1,26,7.8958
1,1,0,47,52.5542
0,1,1,33,5
0,3,1,47,9
1,2,0,28,24
1,3,0,15,7.225
0,3,1,20,9.8458
0,3,1,19,7.8958
0,3,1,27.83522727,7.8958
1,1,0,56,83.1583
1,2,0,25,26
0,3,1,33,7.8958
0,3,0,22,10.5167
0,2,1,28,10.5
0,3,1,25,7.05
0,3,0,39,29.125
0,2,1,27,13
1,1,0,19,30
0,3,0,21.05397727,23.45
1,1,1,26,30
0,3,1,32,7.75
